Key	en	Status	ja
AMOUNT_LABEL	Amount:	Uploaded	額：
DETERMINING_INCIDENT_PATH	Determining Incident Path	Uploaded	インシデント経路の決定
LOADING_REPAIR_RESUME_ACTIONS	Loading Repair Resume Actions	Uploaded	修復再開アクションのロード中
FETCHING_CUSTOMER_VERIFICATION_METHODS	Fetching Customer Verification Methods	Uploaded	顧客検証メソッドの取得
EXPRESS_CHECK_IN_SAY_SCRIPT	I see you are looking to file a claim today. Lets verify the details and I'll get it taken care of for you.	Uploaded	今日、請求を提出しようとしているようですね。詳細を確認させていただき、対応させていただきます。
SCRATCHES_DENTS_LABEL	Scratches, Dents, Other Damage	Uploaded	傷、へこみ、その他のダメージ
CASE_NO.	Case No.	Uploaded	事件番号
LOST	Lost	Uploaded	失った
CVV_CODE	CVV Code	Uploaded	CVVコード
VERIFYING_CUSTOMER_IDENTITY	Verifying Customer Identity	Uploaded	顧客の身元確認
FULFILLMENT_METHOD	Fulfillment Method	Uploaded	履行方法
REPAIR_PAYMENT_FAILED	Payment Failed	Uploaded	支払いに失敗しました
APPOINTMENT	Appointment	Uploaded	予定
CHECKING_DEVICE_WATER_RESISTANCE_STATUS	Checking Device Water Resistance Status	Uploaded	デバイスの耐水性ステータスの確認
SATURDAY	Waive Satuday Delivery Fee?	Uploaded	土曜日の配送料を免除しますか?
TYPE	Type	Uploaded	タイプ
CREATING_ESCALATION_WORK_BASKET	Creating Escalation Work Basket	Uploaded	エスカレーション作業バスケットの作成
SMS_OPT_IN	SMS Opt In	Uploaded	SMS オプトイン
LSU_WARNING	If you have not already done so, I recommend you suspend service on your claimed device in order to avoid unauthorized usage and charges to your account. Would you like me to provide you the direct number for ATT Customer Care or transfer you at the end of our call?	Uploaded	まだ停止していない場合は、不正使用やアカウントへの請求を避けるために、請求したデバイスのサービスを一時停止することをお勧めします。 ATT カスタマー ケアの直通番号をお知らせしますか、それとも電話が終わったら転送しますか?
CRACKED_SCREEN_MESSAGE_DEFAULT	Note: Advise customers to remove their case and screen protector prior to assessing device damage.	Uploaded	注: デバイスの損傷を評価する前に、ケースとスクリーン プロテクターを外すようお客様にアドバイスしてください。
SHIPPING_FEE	Shipping Fee	Uploaded	送料
ECHECK_AUTHORIZE_PAYMENT	Based on the terms and conditions we have discussed, and the disclosures made to you, do you agree to and authorize the payment?	Uploaded	私たちが話し合った利用規約とあなたに行われた開示に基づいて、支払いに同意し、承認しますか?
PREDICTED_OUTCOME	Based on the answers selected, predicted incident type and sub type is:	Uploaded	選択した回答に基づいて、予測されるインシデントのタイプとサブタイプは次のとおりです。
CHECKING_ELIGIBILITY_AND_SUBMITTING_INCIDENT	Checking Eligibility And Submitting Incident	Uploaded	資格の確認とインシデントの送信
EXPRESS_CHECKIN_COLOR	Color	Uploaded	色
ALL_AGREEMENTS_SHOWN	All agreements are shown for current client.	Uploaded	現在のクライアントに関するすべての契約が表示されます。
TIMING	Timing	Uploaded	タイミング
SCRIPT_TO_ANSWER_NOT_AWARE_OF_SERVICE_FEE_RETAIL	Other than the service fee there are no additional charges for diagnostics, shipping and repair of the device	Uploaded	サービス料金以外に、デバイスの診断、配送、修理に追加料金はかかりません。
CHECKING_DATA_RECOVERY_ELIGIBILITY	Checking Data Recovery Eligibility	Uploaded	データ復元の適格性を確認する
RETURN_MANAGEMENT	Claim device return is not required.	Uploaded	デバイスの返却を要求する必要はありません。
FETCHING_CITIES_BY_POSTAL_CODE	Fetching Cities by Postal Code	Uploaded	郵便番号による都市の取得
REGISTRATION_END_DATE	Registration End Date	Uploaded	登録終了日
RMA_INLINE_MESSAGE	If you do not return your claimed equipment, do you authorize Asurion or its service provider to collect payment of a non-return fee by electronic funds transfer(s) or draft(s) drawn from your account?	Uploaded	請求された機器を返却しない場合、Asurion またはそのサービスプロバイダーに対し、電子送金または口座から引き出される手形により未返却料金の支払いを徴収する権限を与えますか?
CHECKING_FOR_INPROGRESS_ENROLLMENT_REQUESTS	Checking for in-progress enrollment requests	Uploaded	進行中の登録リクエストを確認する
ADDITIONAL_DETAILS	Any additional details?	Uploaded	追加の詳細はありますか?
CONTACT_PREFER_ADDRESS_CHANGE	The address cannot be updated while there is an open claim. If the address needs to be updated:     * Cancel the claim     * Update the enrolled address     * Re-file the claim	Uploaded	未処理の請求がある間は、住所を更新することはできません。アドレスを更新する必要がある場合:     * クレームをキャンセルする     ※登録住所を更新してください     * 請求を再提出する
SMP_METHOD_EMAIL	Send E-mail to	Uploaded	電子メールの送信先
SAVE_BTN	Save	Uploaded	保存
SEND_TO_WEB_BTN_LABEL	Resume Payment on Web	Uploaded	Web上で支払いを再開する
NOTE_TEXT	Note Text	Uploaded	注記のテキスト
IN_STORE_REPAIR	In-Store Repair	Uploaded	店頭修理
UPDATING_CONSTRAINT	Updating Constraint	Uploaded	制約の更新
WALK_IN_REPAIR_SCHEDULED	Walk-In Repair Scheduled Drop-off	Uploaded	持ち込み修理の定期引き取り
LENGTH_RANGE_10_TO_17_INCHES	10-17 inches	Uploaded	10～17インチ
NO_REGISTERED_ASSETS_FOUND	No Registered Assets found	Uploaded	登録されたアセットが見つかりません
CHANGE_DROP_OFF_TIME	Change Drop-off Time	Uploaded	降車時刻の変更
MODEL	Model	Uploaded	モデル
PENDING	Pending	Uploaded	保留中
EXPRESS_CHECKIN_MAKE_CHANGES	Make Changes	Uploaded	変更を加える
CLAIM_INPROGRESS_DEREGISTER	Note: The customer has reached their maximum number of registered lines, and there are no registration slots available to deregister. Proceed to Incident Path Determination page to cancel this incident.	Uploaded	注: 顧客は登録回線の最大数に達しており、登録を解除できる登録スロットがありません。このインシデントをキャンセルするには、「インシデント パスの決定」ページに進んでください。
PBL_MODAL_TITLE	Link Sent	Uploaded	リンクを送信しました
NO_RESULTS_FOUND	No Results were found. Please try another search	Uploaded	結果が見つかりませんでした。別の検索をお試しください
CALL_REASON_STATUS	Status	Uploaded	状態
UPDATING_SHIP_TO_ENROLL_CONSTRAINT	Updating Ship to Enroll Constraint	Uploaded	Ship to Enroll 制約の更新
INCIDENT_TYPE	Incident Type	Uploaded	インシデントの種類
OVERRIDE_CONTINUE_ANYWAY	Override & continue anyway	Uploaded	とにかくオーバーライドして続行する
PAYEE_NAME	Payee Name	Uploaded	支払者名
SMARTPIN_EMAIL_MESSAGE_SENT	Success! Smart PIN code has been sent to the  {clientName}  account holder's enrolled Email Address.	Uploaded	成功！スマート PIN コードが、{clientName} アカウント所有者の登録済み電子メール アドレスに送信されました。
OTHER_CHECKBOX_QUESTION	Other Physical Damage	Uploaded	その他の物理的損傷
CUSTOMER_VERIFICATION_ERROR	Error in customer verification	Uploaded	顧客確認エラー
UPSELL_OFFER_MDPPINS~MDPPSUPP	["If the customer is interested or wants to know more, read the following script. This script is required on every call when the customer accepts the initial AT&T Protect Advantage for 4 Upgrade offer.","The monthly charge is $40.00 per mobile account enrolled, billed to your wireless account. You get eight shared claims within a consecutive 12 month period, with a maximum device value of $2500 per claim. A non-refundable deductible will be charged to your wireless account for each approved claim. Deductible amounts for devices connected to the AT&T network range from $25-$299, depending on the device tier. For devices not connected to the AT&T network, like a Wi-Fi tablet, deductible amounts range from $89-$299, depending upon the type of device, and whether it needs to be repaired or replaced. For a full list of eligible devices and the deductible amounts go to phoneclaim.com/att. Claims may be fulfilled with new or refurbished equipment of the same model, or other models of like kind and quality. Color, features, and accessory compatibility is not guaranteed. You may cancel your optional insurance coverage at any time and receive a prorated refund of your monthly charge. For coverage details, visit phoneclaim.com/att."]	Uploaded	["顧客が興味がある場合、または詳細を知りたい場合は、次のスクリプトをお読みください。このスクリプトは、顧客が最初の AT&T Protect Advantage for 4 Upgrade オファーを受け入れる場合、すべての通話で必要です。","月額料金は、モバイル アカウントあたり 40.00 ドルです。登録され、ワイヤレス アカウントに請求されます。連続 12 か月以内に 8 件の共有請求があり、1 件のデバイスの最大価格は 2500 ドルです。承認された請求ごとに、返金不可の免責金額がワイヤレス アカウントに請求されます。 AT&T ネットワークに接続されているデバイスの範囲は、デバイス層に応じて 25 ～ 299 ドルです。AT&T ネットワークに接続されていないデバイス (Wi-Fi タブレットなど) の控除額は、デバイスの種類に応じて 89 ～ 299 ドルの範囲です。修理または交換が必要かどうか。対象となるデバイスの完全なリストと免責金額については、phoneclaim.com/att をご覧ください。請求は、同じモデルの新品または再生品、あるいは同様の種類および品質の他のモデルで対応される場合があります。 。色、機能、アクセサリの互換性は保証されません。オプションの保険はいつでもキャンセルでき、月々の料金の日割り返金を受けることができます。補償範囲の詳細については、phoneclaim.com/att をご覧ください。」]
PBL_MODAL_NO_PCI_ERROR_MSG	Customer has not yet completed the payment process. Please confirm process was successfully completed before clicking "Continue"	Uploaded	顧客はまだ支払いプロセスを完了していません。 「続行」をクリックする前に、プロセスが正常に完了したことを確認してください。
PFR_CLAIM	PFR Claim Transfer to Advance Agent.	Uploaded	PFR 請求を事前エージェントに転送します。
CREATING_NEW_INTERACTION_REQUEST	Creating New Interaction Request	Uploaded	新しいインタラクションリクエストの作成
SUNDAY	Sunday	Uploaded	日曜日
INTERNET_BLUETOOTH_REASON	Software Issue - Not covered Product will not connect to internet or Bluetooth	Uploaded	ソフトウェアの問題 - 対象外 製品がインターネットまたは Bluetooth に接続しない
PAYEE	Payee	Uploaded	受取人
DATE	Date	Uploaded	日付
TERMINATION_DATE	Termination Date	Uploaded	退職日
CONCURRENCY_NOTIFICATION	Claim Status Notification	Uploaded	請求状況の通知
AGREEMENT_SEARCH_LABEL	Agreement Search	Uploaded	契約書の検索
OVERRIDE_AND_CONTINUE_ANYWAY	Override & continue anyway	Uploaded	とにかくオーバーライドして続行する
PAYMENT_AMOUNT_OFFERED	Payment amount offered:	Uploaded	提示された支払い金額:
SELECT_LANGUAGE	Select Language	Uploaded	言語を選択する
ADDITIONAL_DETAILS_ERROR_LABEL	Additional details are required	Uploaded	追加の詳細が必要です
SENT	Sent	Uploaded	送信済み
CHANGE_FULFILLMENT	Change Fulfillment	Uploaded	変更の履行
UPDATING_CUSTOMER_UPSELL_RESPONSE	Updating Customer Upsell Response	Uploaded	顧客のアップセル応答の更新
FULFILLMENT	Fulfillment	Uploaded	充実
FETCHING_CUSTOMER_UPSELL_OFFERS	Fetching Customer Upsell Offers	Uploaded	顧客のアップセルオファーの取得
EU_QUESTION_MESSAGE	Read aloud to customer:	Uploaded	お客様に読み上げます:
SAY	Say	Uploaded	言う
FREE_TEXT_ERROR_LABEL	Free text explanation is required	Uploaded	自由記述による説明が必要です
REGISTER_PRODUCT	Register Product	Uploaded	製品を登録する
FIRST_NAME	First Name	Uploaded	ファーストネーム
CHECKING_CLAIM_LIMIT	Checking Claim Limit	Uploaded	請求限度額の確認
PROCESSING_PAYMENT_TO_BILLING_GATEWAY	Processing payment to Billing Gateway…	Uploaded	請求ゲートウェイへの支払いを処理しています…
PACKAGE_NOT_RECEIVED	Package not received	Uploaded	荷物が届かない
PAYMENT_ERROR_TRY_AGAIN	Please try again with the same card	Uploaded	同じカードでもう一度お試しください
NOTE	Note	Uploaded	注記
NO_VERIFICATION_METHODS_MSG	Verification not available for this customer. Please refer customer to clientName in order to setup a passcode. Please end call or select bypass.	Uploaded	この顧客は認証を利用できません。パスコードを設定するには、お客様に clientName を案内してください。通話を終了するか、バイパスを選択してください。
SMARTPIN_MOBILE_MESSAGE_SENT	Success! Smart PIN code has been sent to the  {clientName}  account holder's enrolled Phone Number	Uploaded	成功！スマート PIN コードが {clientName} アカウント所有者の登録された電話番号に送信されました
TOTAL	Total	Uploaded	合計
STARTING_A_REPLACEMENT_CLAIM	Starting a replacement claim	Uploaded	交換請求の開始
UPSELL_OFFER_LPA1TIER3	["If the customer is interested or wants to know more, read the following script. This script is required on every call when the customer accepts the initial Protect Advantage for 1 offer.","With Protect Advantage for 1 you also get:","- Unlimited claims for out of warranty malfunctions","- Three claims for physical damage, loss and theft in any 12 consecutive months","- Two claims in any 12 consecutive months for accidental damage from handling","There is a max device value of $3500 per claim. Replacement deductibles/service fees apply that range from $25 to $275 based on the device tier. Replacements may be AT&T Certified Restored and color, features and accessory compatibility is not guaranteed. Enrollment is optional and will auto-renew monthly until canceled. Cancel any time at att.com in your wireless account or by calling 888.562.8662 and get a refund for unearned charges. You can see program terms and repair details at anytime at phoneclaim.com/att."]	Uploaded	["顧客が興味がある場合、または詳細を知りたい場合は、次のスクリプトをお読みください。このスクリプトは、顧客が最初の Protect Advantage for 1 オファーを受け入れる場合、すべての通話で必要です。","Protect Advantage for 1 では、次の特典も得られます。" 、「- 保証対象外の故障に対する無制限の請求」、「- 連続 12 か月で物理的損傷、紛失、盗難に対する 3 件の請求」、「- 取り扱いによる偶発的な損傷については、連続 12 か月で 2 件の請求」、「請求ごとにデバイスの最大価値は 3500 ドルです。交換の免責金額/サービス料は、デバイス層に基づいて 25 ドルから 275 ドルの範囲で適用されます。交換品は AT&T Certified Restored である場合があり、色、機能、アクセサリの互換性は保証されません。登録はオプションであり、自動的に行われます。キャンセルされるまで毎月更新してください。ワイヤレス アカウントの att.com で、または 888.562.8662 に電話することで、いつでもキャンセルでき、未払い料金は返金されます。プログラムの規約と修理の詳細は、phoneclaim.com/att でいつでも確認できます。」
UPSELL_OFFER_LPA1TIER4	["If the customer is interested or wants to know more, read the following script. This script is required on every call when the customer accepts the initial Protect Advantage for 1 offer.","With Protect Advantage for 1 you also get:","- Unlimited claims for out of warranty malfunctions","- Three claims for physical damage, loss and theft in any 12 consecutive months","- Two claims in any 12 consecutive months for accidental damage from handling","There is a max device value of $3500 per claim. Replacement deductibles/service fees apply that range from $25 to $275 based on the device tier. Replacements may be AT&T Certified Restored and color, features and accessory compatibility is not guaranteed. Enrollment is optional and will auto-renew monthly until canceled. Cancel any time at att.com in your wireless account or by calling 888.562.8662 and get a refund for unearned charges. You can see program terms and repair details at anytime at phoneclaim.com/att."]	Uploaded	["顧客が興味がある場合、または詳細を知りたい場合は、次のスクリプトをお読みください。このスクリプトは、顧客が最初の Protect Advantage for 1 オファーを受け入れる場合、すべての通話で必要です。","Protect Advantage for 1 では、次の特典も得られます。" 、「- 保証対象外の故障に対する無制限の請求」、「- 連続 12 か月で物理的損傷、紛失、盗難に対する 3 件の請求」、「- 取り扱いによる偶発的な損傷については、連続 12 か月で 2 件の請求」、「請求ごとにデバイスの最大価値は 3500 ドルです。交換の免責金額/サービス料は、デバイス層に基づいて 25 ドルから 275 ドルの範囲で適用されます。交換品は AT&T Certified Restored である場合があり、色、機能、アクセサリの互換性は保証されません。登録はオプションであり、自動的に行われます。キャンセルされるまで毎月更新してください。ワイヤレス アカウントの att.com で、または 888.562.8662 に電話することで、いつでもキャンセルでき、未払い料金は返金されます。プログラムの規約と修理の詳細は、phoneclaim.com/att でいつでも確認できます。」
UPSELL_OFFER_LPA1TIER1	["If the customer is interested or wants to know more, read the following script. This script is required on every call when the customer accepts the initial Protect Advantage for 1 offer.","With Protect Advantage for 1 you also get:","- Unlimited claims for out of warranty malfunctions","- Three claims for physical damage, loss and theft in any 12 consecutive months","- Two claims in any 12 consecutive months for accidental damage from handling","There is a max device value of $3500 per claim. Replacement deductibles/service fees apply that range from $25 to $275 based on the device tier. Replacements may be AT&T Certified Restored and color, features and accessory compatibility is not guaranteed. Enrollment is optional and will auto-renew monthly until canceled. Cancel any time at att.com in your wireless account or by calling 888.562.8662 and get a refund for unearned charges. You can see program terms and repair details at anytime at phoneclaim.com/att."]	Uploaded	["顧客が興味がある場合、または詳細を知りたい場合は、次のスクリプトをお読みください。このスクリプトは、顧客が最初の Protect Advantage for 1 オファーを受け入れる場合、すべての通話で必要です。","Protect Advantage for 1 では、次の特典も得られます。" 、「- 保証対象外の故障に対する無制限の請求」、「- 連続 12 か月で物理的損傷、紛失、盗難に対する 3 件の請求」、「- 取り扱いによる偶発的な損傷については、連続 12 か月で 2 件の請求」、「請求ごとにデバイスの最大価値は 3500 ドルです。交換の免責金額/サービス料は、デバイス層に基づいて 25 ドルから 275 ドルの範囲で適用されます。交換品は AT&T Certified Restored である場合があり、色、機能、アクセサリの互換性は保証されません。登録はオプションであり、自動的に行われます。キャンセルされるまで毎月更新してください。ワイヤレス アカウントの att.com で、または 888.562.8662 に電話することで、いつでもキャンセルでき、未払い料金は返金されます。プログラムの規約と修理の詳細は、phoneclaim.com/att でいつでも確認できます。」
UPSELL_OFFER_LPA1TIER2	["If the customer is interested or wants to know more, read the following script. This script is required on every call when the customer accepts the initial Protect Advantage for 1 offer.","With Protect Advantage for 1 you also get:","- Unlimited claims for out of warranty malfunctions","- Three claims for physical damage, loss and theft in any 12 consecutive months","- Two claims in any 12 consecutive months for accidental damage from handling","There is a max device value of $3500 per claim. Replacement deductibles/service fees apply that range from $25 to $275 based on the device tier. Replacements may be AT&T Certified Restored and color, features and accessory compatibility is not guaranteed. Enrollment is optional and will auto-renew monthly until canceled. Cancel any time at att.com in your wireless account or by calling 888.562.8662 and get a refund for unearned charges. You can see program terms and repair details at anytime at phoneclaim.com/att."]	Uploaded	["顧客が興味がある場合、または詳細を知りたい場合は、次のスクリプトをお読みください。このスクリプトは、顧客が最初の Protect Advantage for 1 オファーを受け入れる場合、すべての通話で必要です。","Protect Advantage for 1 では、次の特典も得られます。" 、「- 保証対象外の故障に対する無制限の請求」、「- 連続 12 か月で物理的損傷、紛失、盗難に対する 3 件の請求」、「- 取り扱いによる偶発的な損傷については、連続 12 か月で 2 件の請求」、「請求ごとにデバイスの最大価値は 3500 ドルです。交換の免責金額/サービス料は、デバイス層に基づいて 25 ドルから 275 ドルの範囲で適用されます。交換品は AT&T Certified Restored である場合があり、色、機能、アクセサリの互換性は保証されません。登録はオプションであり、自動的に行われます。キャンセルされるまで毎月更新してください。ワイヤレス アカウントの att.com で、または 888.562.8662 に電話することで、いつでもキャンセルでき、未払い料金は返金されます。プログラムの規約と修理の詳細は、phoneclaim.com/att でいつでも確認できます。」
RETRIEVING_CONTACT_POINT	Retrieving Contact Point	Uploaded	連絡先の取得
OPERATING_SYSTEM_REASON	Software Issue - Not covered The product is having issues with the operating system or specific apps	Uploaded	ソフトウェアの問題 - 対象外 製品のオペレーティング システムまたは特定のアプリに問題がある
PROCESSING_REIMBURSEMENT_REQUEST	Processing Reimbursement Request	Uploaded	払い戻しリクエストの処理
DEVICE_RETURN_REQUIRED	Claim device return is required.	Uploaded	デバイスの返却を要求してください。
REGISTERED	Registered	Uploaded	登録済み
ADD_USER_BUTTON	Add User	Uploaded	ユーザーを追加する
APPLE_REPAIR_OPTION	Apple Repair Option	Uploaded	Apple修理オプション
APPLE_REPAIR	The customer will	Uploaded	お客様は、
APPLE_REPAIR_STEP1	1. Visit getsupport.apple.com (requires customer login - agents cannot assist)	Uploaded	1. getsupport.apple.com にアクセスします (顧客のログインが必要です。エージェントはサポートできません)。
APPLE_REPAIR_STEP2	2. Click iPhone.	Uploaded	2. 「iPhone」をクリックします。
APPLE_REPAIR_STEP3	3. Choose an option that best describes the problem(s).	Uploaded	3. 問題を最もよく説明するオプションを選択します。
APPLE_REPAIR_STEP4	4. Follow the options to arrange for repair of your device.	Uploaded	4. オプションに従って、デバイスの修理を手配します。
APPLE_REPAIR_STEP5	5. Back up your content and upgrade to the newest software available if possible, and turn off Find my iPhone.	Uploaded	5. コンテンツをバックアップし、可能であれば最新のソフトウェアにアップグレードし、「iPhone を探す」をオフにします。
APPLE_REPAIR_STEP6	6. If you bring your device to an Apple Store or Apple Authorized Service Provider, we strongly suggest scheduling an appointment to avoid a lengthy wait.	Uploaded	6. Apple Store または Apple 正規サービスプロバイダーにデバイスを持ち込む場合は、長時間待たされることを避けるために予約をすることを強くお勧めします。
CONTACT_DETAILS_LABEL	Contact Details	Uploaded	連絡先の詳細
EMAIL_LABEL	Email	Uploaded	Eメール
INTNL_SHIPPING_EMAIL_REQUIRE	Please provide a valid Email Address to which Communication will be sent for uploading a Copy of your Passport for verification purpose.	Uploaded	確認のためにパスポートのコピーをアップロードするための通信の送信先となる有効な電子メール アドレスを入力してください。
PAY_BY_TWILIOPAY_LABEL	Agent Assist Pay	Uploaded	エージェントアシストペイ
EPAPER_LABEL	ePaper	Uploaded	電子ペーパー
CREDIT_CARD_LABEL	Credit Card ***	Uploaded	クレジットカード ***
ECHECK_LABEL	ECHECK ***	Uploaded	チェックしてください ***
THIRD_PARTY_PAY_LABEL	Third Party Pay	Uploaded	第三者の支払い
PAY_BY_LINK_LABEL	Pay by Link	Uploaded	リンクで支払う
ACCOUNT_LABEL	Account ***	Uploaded	アカウント ***
INVOICE_LABEL	INVOICE	Uploaded	請求書
PAY_IN_STORE_LABEL	Pay In Store	Uploaded	店舗で支払う
STANDARD_SERVICE_FEE	Standard Service Fee	Uploaded	標準サービス料金
STANDARD_DEDUCTIBLE	Standard Deductible	Uploaded	標準免責金額
PAYMENT_DETAILS	Payment Details	Uploaded	支払詳細
REWORK_PAYMENT_DTLS_MSG	This claim is a rework. Service fee is not required.	Uploaded	この主張はやり直しです。サービス料は必要ありません。
MANAGE_DEDUCTIBLE_BUTTON	Manage Deductible	Uploaded	免責金額の管理
ESCALATION_WORK_ID	Escalation Work ID: 	Uploaded	エスカレーション作業ID:
REDUCED_DEDUCTIBLE	Reduced Deductible	Uploaded	免責金額の軽減
PURCHASE_AMOUNT	Purchase Amount	Uploaded	購入金額
PAYMENT_METHOD_HEADER	Payment Method	Uploaded	支払方法
INCLUDED	Included	Uploaded	付属
LAST_DIGITS_GIFT_CARD	Last 4 Digits of the Purchase Card	Uploaded	購入カードの下 4 桁
DEDUCTIBLE_PAYMENT	Payment of the {reducedAmount} deductible will be billed to your ATT Wireless account.	Uploaded	{reducedAmount} 控除額の支払いは、ATT Wireless アカウントに請求されます。
AGREE_SUBMIT_ORDER_SERVICE_ERROR_MESSAGE	Service error while submitting this claim.	Uploaded	この申し立ての送信中にサービス エラーが発生しました。
NEXT_ACTION_ERROR_MESSAGE	Next Action: Please try again by clicking Actions from top menu and select Incident Path Determination.	Uploaded	次のアクション: 上部メニューから [アクション] をクリックし、[インシデント パスの決定] を選択して、再試行してください。
SUBMIT_ORDER_SCHEDULE_SOFT_ERROR	There was an error in scheduling for the selected repair slot. Please click the Change Drop-off time or Change store to continue.	Uploaded	選択した修復スロットのスケジュール設定でエラーが発生しました。続行するには、[返却時間の変更] または [店舗の変更] をクリックしてください。
MANAGE_ESCALATION_MESSAGE	An escalation has been submitted to review the deductible. Talk to an adjuster to resolve the customer escalation.	Uploaded	控除額を確認するためにエスカレーションが送信されました。お客様からのエスカレーションを解決するには、アジャスターに相談してください。
DATA_RECOVERY_MESSAGE_TITLE	In-person Data Recovery Support: 	Uploaded	対面でのデータ復旧サポート:
DATA_RECOVERY_MESSAGE	We’re here for you if you need extra help getting your replacement setup with the data from your original device.  Refer to your confirmation email for additional details about in-person data recovery support.	Uploaded	元のデバイスのデータを使用して交換用のセットアップを行うための特別なサポートが必要な場合は、私たちがお手伝いします。対面でのデータ復旧サポートの詳細については、確認メールを参照してください。
RETAIL_DPM_CHECKBOX_1	Passwords should be removed/disabled or included with the device. Not including this will prevent the device from being repaired and cause delays.Customer can also create a temporary login with the username of "Asurion" and the password of "Asurion123" (these will be case sensitive).	Uploaded	パスワードは削除/無効にするか、デバイスに含める必要があります。これを含めないと、デバイスの修理ができなくなり、遅延が発生します。お客様は、ユーザー名「Asurion」とパスワード「Asurion123」（大文字と小文字が区別されます）を使用して一時的なログインを作成することもできます。
RETAIL_DPM_CHECKBOX_2	Data should be backed up before sending in the device. Data may be lost during repair and will not be able to be recovered. This includes pictures, music, files, applications,etc.	Uploaded	デバイスを送付する前にデータをバックアップする必要があります。修理中にデータが失われる可能性があり、復元することはできません。これには、写真、音楽、ファイル、アプリケーションなどが含まれます。
IS_FMIP_CHECKBOX	Find my iPhone MUST be turned off prior to sending or taking the tablet in for repair.  Failure to do so will result in delays.	Uploaded	Find my iPhone を修理のために送るか持ち込む前に、必ず電源をオフにしてください。そうしないと遅延が発生します。
RETAIL_RPLCMNTS_TABLET_PRECHECK_1	Data needs to be backed up prior to sending the tablet.  This includes pictures, music, files, applications, etc.	Uploaded	タブレットを発送する前にデータをバックアップする必要があります。これには、写真、音楽、ファイル、アプリケーションなどが含まれます。
RETAIL_RPLCMNTS_TABLET_PRECHECK_2	"Find my" needs to be turned off and the password removed from the device	Uploaded	「探す」をオフにし、パスワードをデバイスから削除する必要があります
DISAGREE_SUBMIT_ORDER	Disagree	Uploaded	同意しない
AGREE_SUBMIT_ORDER	Agree Submit Order	Uploaded	同意する 注文を送信する
FINANCING_BALANCE	Financing Balance	Uploaded	融資残高
CLAIMED_DEVICE_HDR	Claimed Device	Uploaded	要求されたデバイス
RECEIPT_REQUIRED_LABEL	Receipt Required	Uploaded	領収書が必要です
LIBERTY_PFR_RECEIPT_UPLOADER	Upload receipt via Asurion.com/Liberty	Uploaded	Asurion.com/Liberty 経由で領収書をアップロード
DEVICE_SELECTION_RECEIPT_EMAIL	Email: receipts@asurion.com	Uploaded	電子メール：receipts@asurion.com
PFR_FAX_NUMBER	Fax Number : 1-866-935-1159	Uploaded	ファックス番号 : 1-866-935-1159
CHECK_PAYMENT_HYPERWALLET_RECEIPT_REQUIRED_YES	Customer will receive an email sent to the provided email address with instructions for uploading their receipt. After the claim is complete, customer will receive their check in 2-3 business days.	Uploaded	お客様は、指定された電子メール アドレスに、領収書をアップロードする手順が記載された電子メールを受け取ります。請求が完了すると、顧客は 2 ～ 3 営業日以内に小切手を受け取ります。
HYPERWALLET_RECEIPT_REQUIRED_YES	Customer will receive an email sent to the provided email address with instructions for uploading their receipt.	Uploaded	お客様は、指定された電子メール アドレスに、領収書をアップロードする手順が記載された電子メールを受け取ります。
ATT_PFR_RECEIPT_REQ	After we receive your receipt and complete your claim, you should receive your check in 4-5 business days.	Uploaded	弊社が領収書を受け取り、請求を完了した後、4 ～ 5 営業日以内に小切手を受け取る必要があります。
CHECK_PAYMENT_HYPERWALLET_RECEIPT_REQUIRED_NO	Reimbursement will be processed when the claim is submitted. After the claim is complete, customer will receive their check in 2-3 business days.	Uploaded	請求が提出された時点で払い戻しが処理されます。請求が完了すると、顧客は 2 ～ 3 営業日以内に小切手を受け取ります。
HYPERWALLET_RECEIPT_REQUIRED_NO	Reimbursement will be processed when the claim is submitted	Uploaded	請求が提出された時点で払い戻しが処理されます
PFR_RECEIPT_NOT_REQ	After your claim is complete, you will receive your check in 4-5 business days.	Uploaded	請求が完了したら、4 ～ 5 営業日以内に小切手を受け取ります。
ATT_PFR_RECEIPT_NOT_REQ	After your claim is complete, you will receive your check in 2-3 business days.	Uploaded	請求が完了すると、2 ～ 3 営業日以内に小切手を受け取ります。
CHECK_RFS_DGTL	Paper Check – customer prefers delivery by mail	Uploaded	紙の小切手 - 顧客は郵送による配達を希望しています
ONLINE_REIMB	Same Day Digital Reimbursement	Uploaded	当日のデジタル払い戻し
REIMBURSEMENT_AMT_HDR	Reimbursement Amount	Uploaded	償還額
RETAIL_VALUE	Retail Value	Uploaded	小売価格
PAYMENT_METHOD_TYPE	Payment Method Type	Uploaded	支払い方法の種類
DEDUCTIBLE_TAX	Deductible Tax	Uploaded	控除対象税
PAYMENT_METHODS	Payment Methods	Uploaded	お支払い方法
RETAIL_VALUE_TAX	Retail Value Tax	Uploaded	小売価格税
HYPERWALLET_DIGITAL_WARNING	For digital payment, in order to proceed and continue please ensure that email address is captured and selected. You can add an email address via Edit Button in the Contact Details Box.	Uploaded	デジタル支払いの場合、続行するには電子メール アドレスが取得され、選択されていることを確認してください。 [連絡先の詳細] ボックスの [編集] ボタンから電子メール アドレスを追加できます。
TOTAL_REIMBURSIBLE_AMOUNT	Total Reimbursable Amount	Uploaded	償還可能総額
